conversation number,persona,chat,summary
102,,"hey how are you tonight
i am doing well . wedding planning . yay ! 6 more months . you ?
watching a movie tonight , titanic
oh . i am babysitting . its my side hustle
that is a good one . i have kids too
hey it paid for my mercedes . no complaints
that is nice . time to get a ferrari
ugh i wish . my wedding is in 6 months . ferrari has to wait . . .
you only live once . marry next time
maybe i can get onw as a wedding gift . . being the middle kid sucks . parents neglect ya
i know . i am a parent too
i have 2 baby boys . but i am the middle odf my brither 27 and sister 16
that is one too many i think
oh why do you say ?
","The user is a middle child with two baby boys, planning a wedding in six months, and drives a Mercedes. They also work as a babysitter, which helps pay for their car. They have a sibling who is 27 and another who is 16, and they feel neglected by their parents."
103,,"hi ! how are you doing today ?
hello ! i am good , just got back from lake . i love the water .
nice ! wish i could go anywhere ! i have been confined to a bed
oh no why are u confined ?
accident . so i just stay in bed . good thing i work from home ! . you ?
saving for college . my parents kicked me out at 14 , so its been rough .
do you live by yourself ?
with my aunt . what movies do you like . i prefer cartoons lol
what did you do to get kicked out ? props to you for planning for college , btw !
sadly my parents were drunks and we did not see eye to eye , and thank you
comedies ! i like when my dog and cat come to bed with me to watch movies
cuddle time with the animals ! do you have hobbies ?
ca not do much from the bed , but computer games are great way to pass the time
www true and sorry to hear your confined .
",The user enjoys water activities and prefers cartoons over movies. They moved out at 14 due to family issues and now work from home. They are saving for college and live with an aunt. They have a pet dog and cat that join them for movie nights. They spend their time playing computer games.
104,,"hi , i am joey and i have never drink alcohol in my life
i am a 19 year old alcoholic
oh wow , i major geology at alabama u . suffer from social anxiety
i play baseball at college
my girlfriend of 7 years is in another state
that sucks you should go see her
yeah i will during the holidays
is it far far away ?
well it takes a bus or a car to get there .
do you know mike trout ?
i wish i could get rid of my social anxiety . . .
oh no i am sorry
yeah , its been tough and feeling quite paranoid
do you follow baseball at a ; ; ?
no i do not follow baseball
well then . . . i do i love it
","Joey, a 19-year-old college baseball player and geology major at Alabama U, is struggling with social anxiety and alcoholism. He recently made the college baseball team and is the starting shortstop. Joey has a girlfriend in another state and is considering visiting her during the holidays. He expresses admiration for Mike Trout, a baseball player, and hopes to overcome his social anxiety."
105,,"hello how are you today ?
i am doing very well
what are you up to today ? i am going to the race track .
i was writing to my grandchildren
that is very nice , do you see them often ?
sometimes i do , but they have their own lives .
it can be hard . i have gotten used to being alone though .
i am sorry about that
i am a pathological liar , i make people upset and we fight .
that definitely is not good
no , i feel badly about it a lot .
do you really feel bad
i honestly do . i hate fighting .
why do you hate it
i do not like disappointing and deceiving the people i love .
i bet that it really hurts
","The user, who owns a boat and enjoys fishing, lives alone in a cabin and has five grandchildren. They recently wrote to their grandchildren, expressing their feelings about their occasional loneliness and the difficulty of being alone. The user also shared their struggle with being a pathological liar, which causes them to fight with loved ones. They expressed regret for their actions and a desire to avoid disappointing and deceiving their grandchildren."
106,,"how are you doing this september night ?
i am alright how about you ?
i have got a belly full of shrimp , so i am fabulous . tell me about yourself .
did you put any cheese on it ?
not today . i like it dipped in sauce bang bang shrimp is the recipe
good i despise cheese greatly
what do you like ? iced coffee , i hope !
i like to cook but not with cheese obviously
good riddance . any sports ? i have done karate for years
nope just being an amazing cook
i would love to have you as my chef during my summer vacation on lake michigan
that would be great i enjoy cooking
","The user, who dislikes cheese, is a skilled cook and under 6 feet tall with a daughter. They enjoy cooking shrimp without cheese and have a passion for karate. They also enjoy iced coffee and have offered to cook for the persona during their summer vacation on Lake Michigan."
107,,"how are you doing today ?
great ! just got back from some dbt therapy . it really helps me
what is that ? i am not familiar .
dialectical behavioral therapy . i use it to help with my borderline personality
wow , that sounds like a burden .
it is difficult but i am learning so much and becoming a better person
that is good . i play sports , it helps me stay balanced .
exercise is great . i get my exercise by partying
sounds fun , i am in school now at do not have much time to party .
what are you studying there ?
i am getting a degree in health science , food and water are important to me .
they are to me too . i am a dental assistant .
i am a bad driver and have been in a few crashes .
i am so sorry to hear that . do you ever drink and drive ?
no , i just have have a hard time behind the wheel . do you like tv ?
i do after a long day at work
","The user, a dental assistant with borderline personality disorder, finds solace in dialectical behavioral therapy and sports, and is studying health science. They enjoy partying in Atlanta, but also acknowledge the importance of food and water. They have had a few car accidents, but never drink and drive. They also enjoy watching TV after work."
108,,"hey there how are you tonight ?
good , i just finished swimming , how about you ?
oh do you like to swim ? i love singing
it is hard to swim since i am missing a toe , pinky .
oh that makes swimming hard ? i am sorry
i wish i can sing , when i sing my four dogs howl .
well maybe they like it
but i can cook really good i enjoy it .
on sundays i like to make breakfast . i too like cooking
i just don not care for green eggs and i hate ham .
oh my i have never had green eggs . what is your name ?
kim , it is basic but i like it and you ? what is your favorite food to cook ?
i am thad , i like cooking bacon and eggs
i like bacon on everything even ice cream lol
goodness i have never considered that
you have to tried it , it is better than fried ice cream for sure !
","Thad enjoys swimming despite having a missing pinky toe and loves cooking, particularly bacon and eggs, which he even adds to ice cream. He has four dogs that howl when he sings, and unlike his friend Kim, he dislikes green eggs and ham."
109,,"hi ! i am nancy . nice to meet you .
hello nancy , i am john . nice to meet you too .
what do you do for fun ? i play with barbies .
haha , i like playing online games
i play barbies alone , since i do not have siblings .
me either , i just graduated high school and heading to uc sonata cruz alone
congrats ! i will just be listening to barbie girl ! great song !
haha , i will just be study computer science and eating my vegetarian meals .
good luck ! you are going to have so much fun !
thank you ! ! i have a feeling your going to have alot more fun than i am .
its always fun playing with barbies !
if i was younger i would have to agree .
","Nancy, a recent high school graduate, is excited to start studying computer science at UC Santa Cruz. She enjoys playing online games and is a vegetarian. John, a fellow student, shares her interest in playing with Barbie dolls and congratulates her on her upcoming college journey."
110,,"how are you ? i am eating pizza , my favorite .
hello how are you doing ?
i like baking and cooking food .
i volunteer as a firefighter at my local firehouse
we do not have many fires near me . i grew up near the ocean .
i have an associates degree on marketing .
i have a bachelors degree in psychology .
i am 30 years old and live with my parents .
yikes ! i moved away when i was 20 . i have been traveling ever since , i love it .
i have issues seeing colors .
they sell special glasses for people who are color blind .
i am in the process of trying to buy a supermarket .
wow ! that is great ! i love grocery shopping !
what are your hobbies that you enjoy ?
i already mentioned them . but i like to spend time with my family and dogs .
i love spending time with my family also .
","The user, who is colorblind, is in the process of buying a supermarket and enjoys hobbies like baking, cooking, and spending time with family and dogs. They have a background in marketing and psychology, and volunteer as a firefighter. They also enjoy traveling and have a bachelor's degree in psychology."
111,,"hi ! ! ! ! how are you ?
i am well darkness has come so my work day is over
mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ?
i do not work like average people have a farm and several dogs
wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though .
that is cool u understand . i love bartering what i do not grow myself
nice ! ! ! i breed animals . dogs and cats . are you tall ?
i am 5 foot 7 one day i will inherit this farm
yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers .
i am open minded i have a girlfriend who has a boyfriend
that is special . i hope they are happy .
we are and i love the family we have she is expecting and that is exciting
it is ! ! ! ! ! ! ! i am single and play too many video games .
only when it is storming out can i play long games
","The user enjoys a free-spirited lifestyle, living off the land and playing video games, while their girlfriend is expecting a child. They have a close-knit family, with their mother and her wife running a farm that raises beavers. The user also breeds dogs and cats and is open-minded about their relationship."
112,,"hi . i am super lazy
it can be enjoyable to be lazy sometimes . i like to relax on the beach .
i love to paint trees
that sounds nice . i ride my bike on a nice path that goes through the trees .
do not get stuck ! oh dear
oh no . it is a fine path .
ok good . do not wanna call 911
it does not literally go through a tree . ha ha ha .
oh ok good . that was scarry
i have simplified my life . i was once employed with a cable company .
oh that is good . i get lonely
i now make rope . i work with many people . you would not be lonely there .
can i come then please
oh yes . you would like it . i like it there .
ok , i am on my way
we have plenty of rope to make . i do not know what the deal with cable is .
","The user enjoys a laid-back lifestyle, often spending time at the beach and painting trees. They used to work for a cable company but now make rope, which they find more fulfilling. The user also enjoys riding their bike on a scenic path and has a friend who they plan to visit."
113,,"hey how are you doing this morning ?
i am fine , how are you ?
great ! thinking about doing some baking . do you cook ?
i work at a pizza restaurant , so sometimes .
cool do you like it there ?
yes , i like the customers , and it is not too high pressure .
i pay the bills as a chef but really i am all about traveling . you travel much ?
i like going to the beach . where do you go ?
love to go anywhere with beaches too . are you interested in photography ?
i like art . yeah , but i do not have a fancy camera .
nah me either , just use my phone . you like being outdoors ?
i like going with my friends to places with nature .
i am always happy doing work in the garden .
do you use fresh vegetables in your restaurant ?
always . i do not usually grow them myself though .
i like growing my own spices , like basil or rosemary .
","The user is a college student majoring in business who works part-time at a pizza restaurant. They enjoy the beach, traveling, and spending time outdoors with friends. They also have an interest in art and photography, although they don't have a fancy camera. The user likes to grow their own spices like basil and rosemary, but doesn't usually grow vegetables for the restaurant."
114,,"hello how are you doing ?
hello , do you have any hobbies ? i like collecting bugs in big jars
that is some special hobby . i ski
that sounds fun ! i also like cars , i used to be a mechanic for a few years .
good for you ! i am studying at a business school . do you like music ?
i love music , when i thought about joining the military it got me through a lot
music is food for the soul . what is your favorite . i like rock and roll .
honestly , i listen to everything but i love christian music most .
good that is beautiful . why did you join the military ?
i only thought about it i never actually joined because i ran for office in 2004
oh i see . you are a government official ?
i did not win , but i still am involved in many politics .
that is tough ! do you travel a lot ? i enjoy traveling and might pass by your city .
i do love traveling ! i have been over most of america , and also mexico
that is a privilege . i also go back to russia a lot .
very cool , i would love to visit overseas someday
","The user, a former mechanic and political candidate, enjoys collecting bugs, skiing, and listening to music, particularly Christian and rock and roll. They considered joining the military but never did, instead focusing on their political career in 2004. They are currently studying business and are involved in politics, having traveled extensively across America, Mexico, and Russia."
115,,"hi ! how are you ? i just got done running .
i am a bit tired , long day and you ? i am a fan of anime
i am into dancing . i played hockey before . do you play sports ?
no sports but i listen to techno only and wear band shirts .
i am tall like 6 foot , so i kind of had to play sports even with asthma .
well that sucks . i build drones for a career .
that sound like a fun job !
oh yeah testing them is the fun part about my job
i am an accountant , so running and dancing helps me recharge .
i run 2 3 hours a day .
that s awesome ! i can t run that long due to my asthma .
i totally understand how stressful that can be .
sometimes i wish i was not 6 foot tall .
why do you want to be 6 foot tall ?
","The user is an anime fan, tall, and enjoys dancing and running, but has asthma which limits their ability to run as much as they would like. They also work as an accountant and build drones, finding the testing phase of their job enjoyable. They exclusively listen to techno music and wear band tees."
116,,"hello , alcoholic in recovery here
hi , i am a police officer . how is the recovery going ?
i just stay in my condo mostly
whatever works for you . i occupy my time hunting with my 2 dogs .
i like to keep busy too
i also play video games . what hobbies do you have ?
herpes so the girlfriend moved next door
oh , wow ! ! is she still your girlfriend ?
it is my mustache , it is huge
interesting , are you seeking medical attention for it ?
no not since i retired
what did you do for a living before you retired ?
reporter for the local newspaper
that had to be an interesting life .
i had a lot of fun doing it
i can imagine . did you live in a big city with lots to report ?
","The user is a retired police officer who enjoys hunting with his two dogs and playing video games. He has a mustache that he humorously refers to as ""herpes."" He used to work as a reporter for a local newspaper, which he found to be an interesting job. He lives in a condo and has a girlfriend who moved next door. He does not seek medical attention for his mustache since he is retired."
117,,"hello there ! is this thing on ?
why yes and hello there !
my grandson helped me set this thing up ! i am not sure if i am doing it properly . . .
i had to switch to chrome browser for this to work properly
what is a chrome browser ? can you hear me ? i am trying to speak into this thing
we do not use the mic on this
hmm . . . i assume mic is short for microphone . so much slang with todays generation
we just role play by typing on this hit
would you like to see a picture of my grandkids ? i have so many now
we just role play by typing on this hit
oh shoot ! jacob said i could send photographs with this thing and i do not know how
sure i would love to
i cannot even get help from him because i live alone in this cabin
gl on the next one
","The user, who is unfamiliar with modern technology, is having trouble using a new device with the help of their grandson. They are using a Chrome browser, which they learned about from their grandson, to communicate via typing. The user is interested in seeing pictures of their grandchildren, but is unable to send them due to their remote living situation."
118,,"hi my friend how are you
hi how are you today
good , just got back from the barn
i wish i lived by a barn here in nashville
i love nashville , i bought a vintage car from a guy there
i like their farmer markets here , i go every weekend
fun , what is your favorite vegetable
tomatoes , i grow them , i am passionate aout to the environment
nice , i grow them too at my farm
i do too in my spare time , i also play music when i am free
what type of music do you play
i play guitar when i am not working at the local community college . you ?
i ride my motorcycle or my horse any chance i get
that is great . i like motor sports
","The user lives in Nashville, works at a local university, and is passionate about the environment. They enjoy visiting the farmer's market every weekend and grow tomatoes at their farm. In their spare time, they play guitar and are also a community college instructor. They also enjoy motor sports, either by riding a motorcycle or a horse."
119,,"hello , how are you today ?
great i have a sleepover this weekend
very cool . i live in a terrible neighborhood , so i cant do that .
it is for a friend he finally catching up and turning 10
aww . my mom is in poor health , so it is just me .
wow my dad works so much i rarely see him but my mom is my teacher
that is horrible , parents should not have to work so much .
it makes me popular at school but i feel like it is wrong
it is wrong . parents need to be there for their kids .
i mean cause she teacher , we have a big house
oh , yes . i was popular because i had a pool .
wow you understand me ! my best friend is milo my dog and cat named oreo
those are cute names , my last dog was sirius .
i had to give my dog nutmeg to the vet he was very sick
i hope he is alright now .
we took him 6 months ago
","The user, a ten-year-old, lives in a house with a dog named Milo and a cat named Oreo. They have a lot of friends and enjoy having sleepovers. The user's father works at a mill, and their mother is a teacher. The user lives in a poor neighborhood and rarely sees their father due to his work. The user feels conflicted about their popularity at school due to their large house and pool, and they understand the importance of parents being present for their children. The user also has a dog named Nutmeg who recently went to the vet."
120,,"good evening . how are you doing ?
i am okay how are u
trying to think of new names to use in a romance novel .
nice is this your first time creating a romance novel ?
no , i have written a few , but it is not my only job .
that is good what else do you do besides writing books ?
i work in a diner and cook . just do not ask me to sing !
lol very nice what kinds of foods do you cook at the diner ?
whatever a person wants . what do you do for work ?
i work as a infant assistant teacher at a daycare
that sounds like a lot of responsibility ! guess you like babies !
yea its not my life longcareer it will work for now
what do you want to do for your life long career ?
i want to work for myself work from home run my own homedaycare whafabout you ?
","Todd, an 8-year-old comic book enthusiast, aspires to be a superhero like Superman. He enjoys writing romance novels in his spare time, works at a diner cooking various dishes, and is currently an infant assistant teacher at a daycare. Todd is considering working for himself in the future."
121,,"hello ! how are you today ?
i am great . how are you ?
fine ! i just got back in from playing basketball .
that is great exercise . may i will play . i just stopped eating junk food .
good for you ! i am athletic so junk food is off the table for me too !
i have been a couch potato . so i am trying to change .
not me ! i was drafted to minnesota wolves . i am going to make bank !
that is awesome . i do not have a job at the moment .
i will lend you some money . i am making 5 million a year !
i really comic books . maybe you can invest with me in a comic book store .
i can do that . i read comic books when i went to north carolina university
that is so exciting . i am glad you share my love of comics .
they keep me out of trouble . signed a moral clause with the wolves .
maybe i can workout with you . i am tired of being a couch potato .
","The user, who enjoys junk food and comics, is trying to change their lifestyle by exercising and avoiding unhealthy food. They are also unemployed and aspire to be drafted by the Minnesota Vikings, despite not having a job. They express a shared interest in comic books and consider investing in a comic book store."
122,,"hey there , how are you ?
plucking my eyebrows . they are blonde . yours ?
sounds boring . mine are brown . do you like music ?
you ever bitten by a dog ? i have .
i have not , why did you ?
huh ? i love vampire movie music with pizza . you ?
what is vampire music like ? do you have a job ?
yes . alternative rock is vampire music . you still in high school ?
that does not sound bad . no i have a good job on wall street .
is your hair blonde ? you skateboard ?
it is brown , i skate board to work . i have an apartment in new york
my hair is blonde and i love pizza . you ?
i do like pizza quite a bit , and smooth jazz
when you poultry you know you are just eating a dead bird right ?
yeah , that is the point though .
is it ? try reading a murder mystery while jazz plays . mind blowing !
","A high school girl with blonde hair enjoys pizza, skateboarding, and vampire movie music, while her friend, who has brown hair and works on Wall Street, likes alternative rock and smooth jazz, and they both find humor in the idea of eating poultry."
123,,"do you have any dolls ?
i do not i have computers though
i collect them so i was just wondering .
what do you do for work i work at google
i run an antiques shop
that is cool , you must be good at math
1 plus 1 equals us . i can do math
nice , that is all you need , i consider myself a nerd at heart
was that romantic ? i try to be
maybe it is , i not sure
i could play some jazz too .
that is cool since , when did you learn
i will play you a cd of it i meant
cool sounds good , i love jazz
","The user, who is a math and science enthusiast and works at Google on self-driving car research, doesn't have dolls but collects computers. They also run an antiques shop, which they find cool. The user considers themselves a nerd and enjoys jazz music, which they plan to share with the other person."
124,,"hi . . . . how are you doing today
i am well thanks and you ?
i am doing really good . . . . do you work ?
i do work . have a bit of a shopping issue so i need to and you ?
i am rich i gamble and had won millions i shop a lot also
you won the lottery is that it ?
yes i use to work in phone sales but i will never have to work again
does it have downfalls winning all that ?
yes i won 40 million people are greedy
do you have a favorite singer ?
i just really love old country music of any kind . . . what about you
only want to be rich to be able to help as many people i could
yes it is nice but hard to tell peoples true intentions
katy perry is my favorite .
","The user, who enjoys Diet Coke and Katy Perry, is financially comfortable due to winning the lottery from phone sales. They spend a lot of time shopping and drive a Ford Taurus. They have a passion for old country music and are interested in philanthropy, but are wary of people's true intentions."
125,,"hi , how are you ? tell me something about yourself !
well , i love going fishing with my four attractive daughters every day .
sounds fun ! i enjoying volunteering and donating to charities .
cool maybe you would like to run a charity at my new race track . i race cars .
sounds exciting ! i am a computer programmer , which pays over 200k a year .
would you like to marry one of my four attractive daughters ? i will sell one .
ha ha , how attractive ? i am pretty eligible . i helped program facebook !
very attractive , but one plays board games with me . i like her the best
i guess you like board games ? any other hobbies ?
hmm i have a large swimming pool filled with gold coins i like to bury myself in .
ll . sounds fun , but be careful with that . gold coins are heavy !
i am very strong i had my arms replaced with robot limbs
ah , a cyborg . i would not want to arm wrestle you , then !
yeah , some like to call mr mr . arms my daughter love my arms too
sounds like you have a very interesting life ! any pets ?
we had a robot dog that one of my daughters made . but it exploded killing thousands
","The user enjoys fishing, racing cars, and playing board games, and has four daughters. He also volunteers, donates to charities, and has a high-paying job as a computer programmer. He jokingly offers to marry one of his daughters and has a cyborg daughter who made a robot dog that exploded. He also mentions having a swimming pool filled with gold coins and being strong enough to bury himself in it."
126,,"hello there ! are you on the phone ?
nope i am gonna be the cause of the worlds change one day .
i just love my i phone . i talk on it all the time .
what do you call a bear with no teeth ?
a toothless bear . are you a megalomaniac ?
a gummy bear ! no , i just have faith in our future .
funny ! i am not much of an intellectual . i did not go to college .
that is ok . where do cows go for entertainment ?
cowtown ? i am not good at this . i like to hike .
the moo vies i tell jokes all the time !
you are really funny . i am just an ordinary person . i work in a bank .
banks are fun . how do you tell if an elephant has been in your fridge ?
the peanut butter jar is empty . do you keep peanut butter in the fridge ?
ha , i do not , but you can tell from the footprints in the butter .
","The user is a factory worker who volunteers and aspires to make a global impact. They enjoy using their phone, telling jokes, and hiking. They don't have a college education but are optimistic about the future. They also work in a bank and have a humorous take on everyday situations, like checking for elephant footprints in a fridge."
127,,"hi , how is your day ? my cow is annoying me !
it is ok . you have a cow ? that is really cool !
its a cat that is black and white . do you have a cow ?
haha . that is so cute ! i do not have any pets . too sick .
oh no , you should drink french vanilla coffee . its my favorite !
i cannot with my diabetes . i wish i could . plus it is very expensive .
my boyfriend i have dated for ten years makes a lot of money .
lucky . could you pay off my medical bills ?
sure ! oh my , i felt chalk for the first time today and it was nasty .
nasty ? i do not know about that . but if you say so . lol
tell me more about yourself . what do you like ?
i liked to run . i wish i could still run .
what was the longest you ever ran ?
i ran a half marathon at disney world !
that is so cool ! was it hard ?
yes ! i had horrible shin splints ! i miss it .
","The user, who is a long-time Disney World half marathon runner, is currently hospitalized and struggling with medical bills due to diabetes. They miss their ability to run and have a cat, but their boyfriend, who earns a good income, has offered to help with the medical expenses. The user also mentioned experiencing chalk, which they found unpleasant."
128,,"hello how are you this evening ?
hello , i am fine thank you . i am just finishing my chores .
i am as well . can you tell me a bit about yourself ?
yes , i am from the year 1860 . i was brought here as a slave .
interesting ! i am myself a senior citizen and from that era . any kids ?
i am married to a fellow slave and we had two children together .
my husband was a career solider and we have 4 kids .
wonderful ! i should clarify . my wife and i both escaped after 10 years as slaves .
that is incredibly disheartening to hear .
well we escaped and met again 10 years later and were married . we are happy .
that is good ! any grandkids yet ?
both of our children had babies . we have 5 granddaughters and two grandsons .
my husband and i have grandkids that range from 7 to 30 . there are 10 total .
grandchildren are a blessing ! i bet you enjoy them !
they sure are . we do ! there are 8 girls and 2 boys .
what jobs do you and your family hold ?
","The user, a senior citizen from the year 1860, escaped slavery after 10 years and later married another escaped slave. They have two children and five grandchildren, with jobs in carpentry and military service."
129,,"hello how are today
i am really happy with things occuring in my life , how about you ?
i am doing good that is great to hear
yes , i love nirvana , do you have a favorite band ?
no favorites here , i only listen to music when trying to relax
i understand . i am a waitress at the quaint dinner so we listen to it a lot .
although i like to hear myself as in the shower when i sing
that sounds like fun . do you have a job ?
no job just a dream cupcake business
that is cool . i dress very casual so the waitress job fits me .
do what you love i use to work a corporate job i hated it
i do not think that would make me happy . you only live once .
i believe success is happiness
that it is dear friend ! what kind of cupcakes do you want to make ?
we make about 31 different flavors
that reminds me of baskin robbins ice cream .
","The user is a casual dresser and a waitress at a local restaurant, who enjoys Nirvana music and dreams of starting a cupcake business. They believe success is happiness and have a passion for making 31 different flavors of cupcakes, similar to Baskin Robbins ice cream."
130,,"hello , how are you doing ?
i am doing well just relaxing before work . you ?
good . just watching game of thrones .
org i love that show ! i have to wait till my daughter is sleep .
me too . i have two kids and always have to wait till they are asleep to watch .
so we have that in common lol . who is your fav character ?
is it weird that i do not have a favorite character , i try not get attached .
actually its a good plan considering how many characters they get rid of .
what do you do for a living ?
i am a waitress currently . you ?
i just got back on leave , i was in ranger school .
wow that is really interesting ! what made you want to do ranger school ?
ultimate goal become a army ranger . i love this country and would do anything for it .
oh really . do you have family in the military ?
","The user is a mother of two kids who enjoys watching Game of Thrones and has a long, brown, and relaxed hairstyle. She works as a waitress and is currently taking online classes. She has a passion for roses and aspires to become an Army Ranger, with a family member in the military."
131,,"hello hoe are you today ?
good and god bless you ,
what do you do for a living
nothing i am lost but i trust that god will help me find the way .
well i am glad to see another believer
i struggle because i can be selfish . what do you do ?
i am a electrician and i like to run
i can relate i am always running from evil .
i am always tired because of it i sleep 8 long hours a day
wow i used to do that when i got broken up with .
yeah brake ups are hard i used to eat so many hamburgers
i do to and burgers are my weakness i never share .
yeah see i love them so much that i hibernate during winter
you sound like you are a bear . god loves bears .
yeah i am a very intelligent one to
i still have a broken heart so i am not so smart .
","The user, who identifies as a believer and electrician, is struggling with selfishness and the aftermath of a broken relationship. They find solace in their faith and express a desire to change, while also sharing a common weakness for hamburgers and a tendency to hibernate during winter, likening themselves to a bear."
132,,"hello ! i am exited to get to know you !
me too ! tell me about yourself .
well , i am currently in college , home is in california .
i am in college too ! i am a total jock in on an athletic scholarship .
are you a man or a woman ?
i am a man . . . what about you ? i am always looking for a romantic relationship .
i am a man stuck in a females body .
that is interesting . . . i have tons of friends but never met someone like you .
do you enjoy the outdoors ?
oh yeah totally i am a total jock so love biking , hiking , swimming , the works .
what about recycling ? do you recycle ?
i tried but always forgot to put it on the curb on the right day . you ?
i always recycle . i would never forget to put it out on the right day .
yeah i am easily distracted so i am always forgetting things .
what is your favorite outdoor activity ?
probably basketball because i can hang with all my friends . you ?
","The user is a college student in California who identifies as a man but is in a female body. He is an athletic individual with a scholarship, enjoys outdoor activities like biking, hiking, and swimming, and is good at holding conversations. He has many friends but has never found a romantic partner. He is easily distracted and sometimes forgets to recycle. His favorite outdoor activity is basketball, which he enjoys playing with his friends."
133,,"hello . wanna go to mcdonalds ?
no i would rather read to my twins
i need to have supper . need to choose where to get take out .
i need to finish the digital illustrations i am working on .
great . does any of your work make it into video games ? i love video games .
i am hoping to publish an illustrated version of a stephen king novel . my fav author
i do not want to work . i am fine living with mom dad .
my husband writes books about our twins . i hope they stay forever too .
that would be great . i could babysit them and play video games with them .
i hope they develop a love of reading as that is my favourite hobby .
i mean not after they are grown up ! they will not need a babysitter then ! lol
no . they still need a babysitter now though . i guess they could play video games .
that is all i do . and eat take out .
well you should probably find a way to turn your video addiction into a profession .
ugh , that would be a job .
well that would be fun would it not ?
","The user, a digital artist and avid reader, is discussing her life with her husband, who is an author, and their twins. She expresses a desire to publish an illustrated version of a Stephen King novel and hopes her twins will develop a love of reading. She also mentions her love for video games and her current lifestyle of working from home, babysitting her twins, and eating takeout. She humorously suggests that her video game addiction could be turned into a profession."
134,,"what are you up to ?
oh i am about five seven now a days
i needed that laugh . i am recovering from a broken leg .
lol . oh no , that is awful ! i love cream in my coffee
sweet ! so does my older sister , mary , and my dad . he is a journalist .
i just love the beastie boys . they are my idols
my dad once wrote about them in the new york times !
sweet ! do you like music ?
of course , but in texas , we hear mostly country music on the radio .
i love country ! and hip hop .
i would probably like hip hop more if i had not been born premature .
uh , okie dokie , i am not sure what that means . lol
having been born a preemie , my eardrums are fragile . the bass lines irritate them .
oh ! i am really sorry . i love babies
","The user, a potential museum curator, is currently recovering from a broken leg and shares a love for coffee with cream and the Beastie Boys. They also have a diverse taste in music, enjoying country and hip hop, although they have a sensitivity to bass due to being born prematurely."
135,,"hi how are you today
i am doing well thanks for asking
where do you work at
i work for a hospital as a nurse . you ?
i just drive my toyota around
toyotas are great . so reliable
true did you see the toyota truck on top gear
yes ! do you sell that ?
yeah i think its true haha
i do not often eat grapes . too squishy
just let them dry up and become raisins then
but than the whale hunters might run out of blubber ! duh . . .
","The user is a nurse who enjoys helping people and has a passion for sushi. She has a husband who is a firefighter and two kids. She drives a Toyota, appreciates its reliability, and has seen a Toyota truck featured on Top Gear. She also mentions that she doesn't often eat grapes because they are too squishy, but humorously suggests that if they were to dry up and become raisins, it could potentially impact whale hunters."
136,,"lets get to know each other
of course . my name is jim . i have 3 other brothers . what about you ?
i am tammy . i have no brothers or sisters , but i did just get engaged
congratulations . i also draw animated pictures for cartoons . i
that is very cool . i do not draw but i do dance
i cant dance but i will learn once i get my new home
i have been taking dance since i was very little .
you can dance well by now . my mother taught me how to p lay the piano .
how artistic . i am looking for a musician to play at my wedding in paris
wow . how much is the pay ? help me get out of my apartment .
we are paying 2000 but we will not cover travel
well . that would be helpful but the travel expenses are a killer .
we are going to hire locally i guess
yes that sounds about right . my mom teaches music
i do not suppose she lives in paris ?
i wish cause that is where i would be . i need me a vacation .
","Jim, a sibling to three brothers, enjoys drawing and lives in an apartment, while Tammy, an engaged woman, is a talented cartoon animator and pianist, teaches music, and is planning a wedding in Paris, but is struggling with travel expenses."
137,,"thank you for chatting with me ! do you have any hobbies ?
video games is one hobbie . also being an amateur cook . how about yourself ?
i spend a lot of time jogging when i am not working as a waitress .
well at least your healthy . i try to with the 5 cuisines i know how to cook .
well , i work at a club in houston so i have to stay fit !
i guess some restaurants are stick and waitress is hard too
definitely tired of it . i will be moving to australia to marry my boyfriend .
oh awesome . i wish i had a boyfriend living alone sucks .
definitely ! which is why i am moving . houston is lonely .
i never been to houston . i am stuck at nasa here in florida .
i hope all is well for you with the hurricane and everything .
yes . it was pretty devastating . but we will pull together and be stronger .
","The user is a scientist and an amateur chef who enjoys cooking five different cuisines and playing video games. They also jog regularly and work as a waitress at a club in Houston. The user is considering moving to Australia to marry their boyfriend, as they find living alone in Houston lonely. They have never been to Houston and are currently working at NASA in Florida. They hope everyone is doing well after a devastating hurricane."
138,,"hi how are you ?
hi . i am good . you ?
pretty good as well . what do you do for a living ?
i am a stay at home mom . you ?
i wish ! i am still looking for a job
oil . that is difficult ! i take car of my kids so not too easy
well i take care of my two mustangs if that counts ?
haha little different . do u need to clothe feed entertain them ?
i need to wash , clean , wax , fix , dry , them . its truly a job !
haha . the worst part for me is grocery shopping for the family
haha that sounds like a chore . you sound like a great mom , however !
thanks i am working on starting a vegetarian diet but its difficult !
","The user is a stay-at-home mom who takes care of her two mustangs, finding it a challenging yet rewarding job. She is working on starting a vegetarian diet, which she finds difficult due to her love for meat, particularly pork. She also mentions that grocery shopping for her family is a chore, but she appreciates the support and compliments she receives for her role as a mother."
