conversation number,persona,chat,summary
96,,"hello . how are you today ?
i am good and i hope you are too
i am , thank you . where do you live ? i am in a rural area .
i live in the suburbs in new jersey .
that is great . how old are you ? i am a woman and a little older .
i am in my late forties and live alone
what is your favorite food ?
i love pizza and i love to watch shows about superheroes
yummy ! mine is pasta . it is delicious .
i have a samsung phone but i like i phones better , what about you ?
iphone for me . have you heard all the bad news about samsung this year ?
yes . . . about the batteries exploding ? what kind of work do you do ?
yes and ceo in prison for 5 years for bribery . retired here .
wow , that work is not easy . . . . i have alot of responsibility at work
retirement is easy ! but i did it to help people and be with my husband .
right now i have to give 2 monitors for work , that i owe them
helping people is my real love . thank you for chatting with me !
that is nice , good luck to you
","The user is a woman in her late forties who lives alone in the suburbs of New Jersey. She is a retired CEO and enjoys watching superhero shows, particularly pizza. She prefers iPhones over Samsung phones and currently uses two monitors for work. She is single and has a passion for helping people."
97,,"hi how are you doing ?
very good , just went for a nice run .
what do you do for a living ?
studying in college for phys ed , what do you do ?
i am in to the photography business
very nice , any sports that you play ?
the closest thing is arm wrestling lol
people though i should play basketball because of my height , i prefer weightlifting
how tall are you ? i am 5 5
i am 6 7 , what is your favorite food ?
i would have to say bagels
i personally like any eat or pasta , keep me away from veggies though
what city are you from ?
san francisco , lots of nice hills to go running on
i am in so cal inland empire
nice , do you do photography for people or nature ?
","The user is a young, tall individual studying physical education in college. They enjoy running and weightlifting, and have a preference for bagels over vegetables. They are from San Francisco but currently reside in the Inland Empire, and they specialize in photography, focusing on both people and nature."
98,,"hi there , how are you ?
great . do you want to be my friend ? ?
sure . you like going to concerts ?
i want to go to one but i am only 10
oh ! you know what philosophy is ?
do you like animals ? ? cats and dogs are my fav i love them
i love animals , so much so i am vegan . you know what that is ?
no , i am home schooled i do not leave the house i live in
i am sorry . have your parents taught you about philosophy , i study it a umass
no , not much , but i have lots of friends . i can ask
you should . so what do you look like ?
i am young , blonde hair , blue eyes . pony tails .
i have brown eyes , and brown hair , so we are quite different
are you a boy or a girl
","The user is a 10-year-old home-schooled child who lives in a house, has blonde hair and blue eyes, and is fond of cats and dogs. They are not familiar with philosophy but have many friends. They also mentioned they are vegan. The user was asked if they are a boy or a girl, but they did not respond to that question."
99,,"hey how are you ?
i am always so tired , how are you ?
pretty good , drinking a nice cold pepsi , they are awesome . why so tired ?
is that your favorite ? i am so tired i am expecting my first child .
yes they are , oh wow your first ? boy or girl ?
i am not sure i hope its a boy . my dad is so judgemental .
why is he judgemental ? do you have a job ?
my dad is a preacher an is crazy we live in the old country
as a librarian , reading will take your mind off things .
any books in about horses ? i love horses mines name is beauty .
the shadowy horses , horror novels are my favorite
really ? i am scared of horror novels my imagination is vivid !
","The user is a pregnant woman, expecting her first child, who lives in a rural area with her judgmental preacher father. She enjoys reading, particularly books about horses, and has a horse named Beauty. She is not fond of horror novels due to her vivid imagination."
100,,"hello ! what is your favorite thing to eat ?
i am a burger kind of gal , and grew up on a ranch ,
very nice ! i love pizza , myself ! did you have any animals on your ranch ?
running relaxes me i love to do it
it is important to have hobbies . i like cars , and working on them in the morning .
i like to sit and just chill out . because my two nephews can be a handful .
have you tried playing games with them ? role playing can be fun !
i have and some how they run my battery dry within 3 hours .
wow , maybe you can get them interested in some other hobbies . do they like cars ?
that is why i run for long periods so i can keep my sanity intact .
when do you run ? i like being busy in the morning .
my brother is stationed in kuwait and i help my sis in law with the kids
sounds like a lot of work ! do they have any pets ?
no pets i sometimes think my nephew as pets lol no different than a puppy
i am sure they are easier to communicate with , though . animals are a handful !
yeah it is because people can talk .
","The user is a veterinarian who grew up on a farm and has two nephews. They enjoy running as a way to relax and have a brother in the army stationed in Kuwait. They also help their sister-in-law with the nephews, and while they don't have pets, they sometimes treat their nephews like pets. They are busy in the mornings and like to play games with their nephews, but find it challenging as they drain the user's battery quickly. They also have hobbies such as working on cars and running for long periods to maintain their sanity."
101,,"hi , what is your name ?
hello . i am jake . nice to meet you .
nice to meet you too ! i am vladimir .
so do you have a profession ? in an orchestra i am the violinist .
i lift . i lift heavy weights . violinist is for wussy ?
never . i have been playing since i was four . it pays more than lifting weights .
oh does it really ? i squat 400 pounds . 400 ! ! !
well that is something . i am sure the nurses , like my mother , sees you a lot .
i am sure i can lift 10 nurses . bring on the nurses ! ! !
i am sure your ego is from mommy issues ? maybe a pet can help calm you down .
like how ? how could a pet help a strong man like me ?
sometimes the strongest men are the weakest people .
hahahahaha . i laugh in your face !
i will enjoy my favorite indian dish and look for dogs to adopt while you do .
","Vladimir, a violinist since the age of 4, shares his passion for Indian food and upcoming dog adoption. He has a competitive and boisterous personality, often making bold statements and laughing off criticism."
102,,"hey how are you tonight
i am doing well . wedding planning . yay ! 6 more months . you ?
watching a movie tonight , titanic
oh . i am babysitting . its my side hustle
that is a good one . i have kids too
hey it paid for my mercedes . no complaints
that is nice . time to get a ferrari
ugh i wish . my wedding is in 6 months . ferrari has to wait . . .
you only live once . marry next time
maybe i can get onw as a wedding gift . . being the middle kid sucks . parents neglect ya
i know . i am a parent too
i have 2 baby boys . but i am the middle odf my brither 27 and sister 16
that is one too many i think
oh why do you say ?
","The user is a middle child with two younger siblings, a babysitter, and a wedding planner with six months left until her wedding. She drives a Mercedes and mentioned desiring a Ferrari. She also has two sons and is a parent herself."
103,,"hi ! how are you doing today ?
hello ! i am good , just got back from lake . i love the water .
nice ! wish i could go anywhere ! i have been confined to a bed
oh no why are u confined ?
accident . so i just stay in bed . good thing i work from home ! . you ?
saving for college . my parents kicked me out at 14 , so its been rough .
do you live by yourself ?
with my aunt . what movies do you like . i prefer cartoons lol
what did you do to get kicked out ? props to you for planning for college , btw !
sadly my parents were drunks and we did not see eye to eye , and thank you
comedies ! i like when my dog and cat come to bed with me to watch movies
cuddle time with the animals ! do you have hobbies ?
ca not do much from the bed , but computer games are great way to pass the time
www true and sorry to hear your confined .
","The user, who moved out at 14 due to family issues, enjoys spending time near water, particularly lakes. They are currently confined to a bed due to an accident and work from home. They prefer cartoons over movies and have a fondness for comedies. They also enjoy listening to audiobooks and have a pet that often joins them during movie time. They are saving for college and have a hobby of playing computer games as a pastime."
104,,"hi , i am joey and i have never drink alcohol in my life
i am a 19 year old alcoholic
oh wow , i major geology at alabama u . suffer from social anxiety
i play baseball at college
my girlfriend of 7 years is in another state
that sucks you should go see her
yeah i will during the holidays
is it far far away ?
well it takes a bus or a car to get there .
do you know mike trout ?
i wish i could get rid of my social anxiety . . .
oh no i am sorry
yeah , its been tough and feeling quite paranoid
do you follow baseball at a ; ; ?
no i do not follow baseball
well then . . . i do i love it
","Joey, a 19-year-old college student majoring in geology and suffering from social anxiety, revealed that he has never consumed alcohol. He plays baseball for the college team and is the starting shortstop. He also mentioned that his girlfriend of 7 years is in another state, and he plans to visit her during the holidays. Joey expressed his love for baseball, particularly Mike Trout, and lamented about his social anxiety. He discovered that Joey does not follow baseball."
105,,"hello how are you today ?
i am doing very well
what are you up to today ? i am going to the race track .
i was writing to my grandchildren
that is very nice , do you see them often ?
sometimes i do , but they have their own lives .
it can be hard . i have gotten used to being alone though .
i am sorry about that
i am a pathological liar , i make people upset and we fight .
that definitely is not good
no , i feel badly about it a lot .
do you really feel bad
i honestly do . i hate fighting .
why do you hate it
i do not like disappointing and deceiving the people i love .
i bet that it really hurts
","The user, who lives alone in a cabin and owns a boat, enjoys fishing on the lake and writing to their grandchildren, admitted to being a pathological liar, causing fights and feeling badly about it. They expressed dislike for disappointing and deceiving the people they love."
106,,"how are you doing this september night ?
i am alright how about you ?
i have got a belly full of shrimp , so i am fabulous . tell me about yourself .
did you put any cheese on it ?
not today . i like it dipped in sauce bang bang shrimp is the recipe
good i despise cheese greatly
what do you like ? iced coffee , i hope !
i like to cook but not with cheese obviously
good riddance . any sports ? i have done karate for years
nope just being an amazing cook
i would love to have you as my chef during my summer vacation on lake michigan
that would be great i enjoy cooking
",The user is a great cook who dislikes cheese and does not participate in sports. They are under 6 feet tall and have a daughter. They enjoyed a meal of shrimp on this particular September night and expressed interest in having the user as their chef during their summer vacation on Lake Michigan.
107,,"how are you doing today ?
great ! just got back from some dbt therapy . it really helps me
what is that ? i am not familiar .
dialectical behavioral therapy . i use it to help with my borderline personality
wow , that sounds like a burden .
it is difficult but i am learning so much and becoming a better person
that is good . i play sports , it helps me stay balanced .
exercise is great . i get my exercise by partying
sounds fun , i am in school now at do not have much time to party .
what are you studying there ?
i am getting a degree in health science , food and water are important to me .
they are to me too . i am a dental assistant .
i am a bad driver and have been in a few crashes .
i am so sorry to hear that . do you ever drink and drive ?
no , i just have have a hard time behind the wheel . do you like tv ?
i do after a long day at work
","The user, a dental assistant in a high-end area, discussed their borderline personality disorder and how they manage it through dialectical behavioral therapy. They shared their active social life, which includes partying and attending music festivals in Atlanta, despite having a few driving accidents. They are currently pursuing a degree in health science and enjoy watching TV after work."
108,,"hey there how are you tonight ?
good , i just finished swimming , how about you ?
oh do you like to swim ? i love singing
it is hard to swim since i am missing a toe , pinky .
oh that makes swimming hard ? i am sorry
i wish i can sing , when i sing my four dogs howl .
well maybe they like it
but i can cook really good i enjoy it .
on sundays i like to make breakfast . i too like cooking
i just don not care for green eggs and i hate ham .
oh my i have never had green eggs . what is your name ?
kim , it is basic but i like it and you ? what is your favorite food to cook ?
i am thad , i like cooking bacon and eggs
i like bacon on everything even ice cream lol
goodness i have never considered that
you have to tried it , it is better than fried ice cream for sure !
","Kim enjoys swimming despite having a missing pinky toe, and she has four dogs that howl when she sings. She loves cooking, particularly bacon and eggs, and dislikes green eggs and ham. She shares a fondness for cooking with Thad, who also enjoys bacon and eggs. Kim finds the idea of bacon on ice cream intriguing, although she has never tried it."
109,,"hi ! i am nancy . nice to meet you .
hello nancy , i am john . nice to meet you too .
what do you do for fun ? i play with barbies .
haha , i like playing online games
i play barbies alone , since i do not have siblings .
me either , i just graduated high school and heading to uc sonata cruz alone
congrats ! i will just be listening to barbie girl ! great song !
haha , i will just be study computer science and eating my vegetarian meals .
good luck ! you are going to have so much fun !
thank you ! ! i have a feeling your going to have alot more fun than i am .
its always fun playing with barbies !
if i was younger i would have to agree .
","Nancy, a recent high school graduate, is excited to study computer science at UC Santa Cruz. She enjoys playing online games and is a vegetarian. She mentioned that she plays with Barbies alone since she doesn't have siblings. John, the conversation partner, congratulated her on her acceptance and joked about listening to Barbie Girl. Nancy expressed her anticipation for her academic journey and vegetarian meals."
110,,"how are you ? i am eating pizza , my favorite .
hello how are you doing ?
i like baking and cooking food .
i volunteer as a firefighter at my local firehouse
we do not have many fires near me . i grew up near the ocean .
i have an associates degree on marketing .
i have a bachelors degree in psychology .
i am 30 years old and live with my parents .
yikes ! i moved away when i was 20 . i have been traveling ever since , i love it .
i have issues seeing colors .
they sell special glasses for people who are color blind .
i am in the process of trying to buy a supermarket .
wow ! that is great ! i love grocery shopping !
what are your hobbies that you enjoy ?
i already mentioned them . but i like to spend time with my family and dogs .
i love spending time with my family also .
","The user is a 30-year-old individual who is colorblind and lives with their parents. They have a college degree in marketing and a bachelor's degree in psychology. The user is a volunteer firefighter, but there aren't many fires near their home as they grew up near the ocean. They enjoy baking, cooking, and spending time with their family and dogs. They are currently in the process of buying a supermarket."
111,,"hi ! ! ! ! how are you ?
i am well darkness has come so my work day is over
mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ?
i do not work like average people have a farm and several dogs
wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though .
that is cool u understand . i love bartering what i do not grow myself
nice ! ! ! i breed animals . dogs and cats . are you tall ?
i am 5 foot 7 one day i will inherit this farm
yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers .
i am open minded i have a girlfriend who has a boyfriend
that is special . i hope they are happy .
we are and i love the family we have she is expecting and that is exciting
it is ! ! ! ! ! ! ! i am single and play too many video games .
only when it is storming out can i play long games
","The user, a free-spirited individual, shares their love for family, farming, and pets. They live off the land and are open-minded, having a girlfriend who is in a relationship. They enjoy video games, particularly Quake, and find solace in playing them during storms. Their parents were also farmers."
112,,"hi . i am super lazy
it can be enjoyable to be lazy sometimes . i like to relax on the beach .
i love to paint trees
that sounds nice . i ride my bike on a nice path that goes through the trees .
do not get stuck ! oh dear
oh no . it is a fine path .
ok good . do not wanna call 911
it does not literally go through a tree . ha ha ha .
oh ok good . that was scarry
i have simplified my life . i was once employed with a cable company .
oh that is good . i get lonely
i now make rope . i work with many people . you would not be lonely there .
can i come then please
oh yes . you would like it . i like it there .
ok , i am on my way
we have plenty of rope to make . i do not know what the deal with cable is .
","The user, who previously worked for a cable company, enjoys relaxing at the beach, painting trees, and riding their bike. They have simplified their life and now work making rope with others. The user expressed initial concerns about feeling lonely, but the user was invited to join the rope-making work."
113,,"hey how are you doing this morning ?
i am fine , how are you ?
great ! thinking about doing some baking . do you cook ?
i work at a pizza restaurant , so sometimes .
cool do you like it there ?
yes , i like the customers , and it is not too high pressure .
i pay the bills as a chef but really i am all about traveling . you travel much ?
i like going to the beach . where do you go ?
love to go anywhere with beaches too . are you interested in photography ?
i like art . yeah , but i do not have a fancy camera .
nah me either , just use my phone . you like being outdoors ?
i like going with my friends to places with nature .
i am always happy doing work in the garden .
do you use fresh vegetables in your restaurant ?
always . i do not usually grow them myself though .
i like growing my own spices , like basil or rosemary .
","The user is a college student majoring in business who works part-time at a pizza restaurant. They enjoy going to the beach, partying with friends, and appreciate nature. They have a passion for art, particularly photography, but use their phone for taking pictures. They also like to grow their own spices, such as basil and rosemary, in their garden."
114,,"hello how are you doing ?
hello , do you have any hobbies ? i like collecting bugs in big jars
that is some special hobby . i ski
that sounds fun ! i also like cars , i used to be a mechanic for a few years .
good for you ! i am studying at a business school . do you like music ?
i love music , when i thought about joining the military it got me through a lot
music is food for the soul . what is your favorite . i like rock and roll .
honestly , i listen to everything but i love christian music most .
good that is beautiful . why did you join the military ?
i only thought about it i never actually joined because i ran for office in 2004
oh i see . you are a government official ?
i did not win , but i still am involved in many politics .
that is tough ! do you travel a lot ? i enjoy traveling and might pass by your city .
i do love traveling ! i have been over most of america , and also mexico
that is a privilege . i also go back to russia a lot .
very cool , i would love to visit overseas someday
","The user, who has a background as a mechanic and ran for political office in 2004, enjoys collecting bugs in jars and traveling. They also have a passion for music, particularly Christian and rock and roll. They mentioned that they have been to most of America and Mexico, and frequently travel to Russia. The user expressed interest in visiting overseas in the future."
115,,"hi ! how are you ? i just got done running .
i am a bit tired , long day and you ? i am a fan of anime
i am into dancing . i played hockey before . do you play sports ?
no sports but i listen to techno only and wear band shirts .
i am tall like 6 foot , so i kind of had to play sports even with asthma .
well that sucks . i build drones for a career .
that sound like a fun job !
oh yeah testing them is the fun part about my job
i am an accountant , so running and dancing helps me recharge .
i run 2 3 hours a day .
that s awesome ! i can t run that long due to my asthma .
i totally understand how stressful that can be .
sometimes i wish i was not 6 foot tall .
why do you want to be 6 foot tall ?
","The user is an anime fan, techno music enthusiast, and drone builder who stands at 6 feet tall. They enjoy running and used to play hockey, but have asthma. They run for 2-3 hours a day as a way to recharge from their job as an accountant. They wish they were not as tall due to the challenges it presents."
116,,"hello , alcoholic in recovery here
hi , i am a police officer . how is the recovery going ?
i just stay in my condo mostly
whatever works for you . i occupy my time hunting with my 2 dogs .
i like to keep busy too
i also play video games . what hobbies do you have ?
herpes so the girlfriend moved next door
oh , wow ! ! is she still your girlfriend ?
it is my mustache , it is huge
interesting , are you seeking medical attention for it ?
no not since i retired
what did you do for a living before you retired ?
reporter for the local newspaper
that had to be an interesting life .
i had a lot of fun doing it
i can imagine . did you live in a big city with lots to report ?
","The user, a police officer in recovery, lives a quiet life in a condo, keeping busy with hunting and playing video games. They previously worked as a reporter for a local newspaper in an unspecified city. They have two dogs and mentioned having herpes, which led to their girlfriend moving next door. The user's mustache was mentioned as being large, but they do not seem to be seeking medical attention for it since their retirement."
117,,"hello there ! is this thing on ?
why yes and hello there !
my grandson helped me set this thing up ! i am not sure if i am doing it properly . . .
i had to switch to chrome browser for this to work properly
what is a chrome browser ? can you hear me ? i am trying to speak into this thing
we do not use the mic on this
hmm . . . i assume mic is short for microphone . so much slang with todays generation
we just role play by typing on this hit
would you like to see a picture of my grandkids ? i have so many now
we just role play by typing on this hit
oh shoot ! jacob said i could send photographs with this thing and i do not know how
sure i would love to
i cannot even get help from him because i live alone in this cabin
gl on the next one
","The user is an elderly individual who lives alone in a cabin and is new to technology. They have a grandchild who helped them set up their device, but they are unsure of how to use it properly. They are not familiar with the term ""chrome browser"" and are struggling to understand the slang used by younger generations. They also mentioned that they cannot get help from their grandchild as they live alone. They expressed interest in sharing a picture of their grandkids but are having trouble figuring out how to do so."
118,,"hi my friend how are you
hi how are you today
good , just got back from the barn
i wish i lived by a barn here in nashville
i love nashville , i bought a vintage car from a guy there
i like their farmer markets here , i go every weekend
fun , what is your favorite vegetable
tomatoes , i grow them , i am passionate aout to the environment
nice , i grow them too at my farm
i do too in my spare time , i also play music when i am free
what type of music do you play
i play guitar when i am not working at the local community college . you ?
i ride my motorcycle or my horse any chance i get
that is great . i like motor sports
","The user, a resident of Nashville, works at a local university and is passionate about the environment. They enjoy visiting the farmer's market every weekend, growing tomatoes, and playing guitar in their spare time. They also expressed interest in motor sports."
119,,"hello , how are you today ?
great i have a sleepover this weekend
very cool . i live in a terrible neighborhood , so i cant do that .
it is for a friend he finally catching up and turning 10
aww . my mom is in poor health , so it is just me .
wow my dad works so much i rarely see him but my mom is my teacher
that is horrible , parents should not have to work so much .
it makes me popular at school but i feel like it is wrong
it is wrong . parents need to be there for their kids .
i mean cause she teacher , we have a big house
oh , yes . i was popular because i had a pool .
wow you understand me ! my best friend is milo my dog and cat named oreo
those are cute names , my last dog was sirius .
i had to give my dog nutmeg to the vet he was very sick
i hope he is alright now .
we took him 6 months ago
","The user, a 10-year-old child, shares that they have a sleepover planned this weekend, but they live in a neighborhood where such activities are not possible. They mention their parents' occupations - their father works at the mill and their mother is a teacher. The child expresses feelings of loneliness due to their mother's poor health and their father's long working hours. They also discuss their popularity at school due to their house and pet, Milo the dog and Oreo the cat. The conversation touches upon the loss of their previous dog, Nutmeg, who was taken to the vet six months ago due to illness."
120,,"good evening . how are you doing ?
i am okay how are u
trying to think of new names to use in a romance novel .
nice is this your first time creating a romance novel ?
no , i have written a few , but it is not my only job .
that is good what else do you do besides writing books ?
i work in a diner and cook . just do not ask me to sing !
lol very nice what kinds of foods do you cook at the diner ?
whatever a person wants . what do you do for work ?
i work as a infant assistant teacher at a daycare
that sounds like a lot of responsibility ! guess you like babies !
yea its not my life longcareer it will work for now
what do you want to do for your life long career ?
i want to work for myself work from home run my own homedaycare whafabout you ?
","Todd, an 8-year-old comic book enthusiast, expressed his dream of becoming a superhero one day, with Superman as his favorite hero. The conversation then shifted to a diner worker discussing their job, revealing they have written a few romance novels and cook various dishes, but are not a professional singer. The diner worker also mentioned they work as an infant assistant teacher at a daycare, but it's not their long-term career goal. They aspire to work for themselves, running their own home daycare."
121,,"hello ! how are you today ?
i am great . how are you ?
fine ! i just got back in from playing basketball .
that is great exercise . may i will play . i just stopped eating junk food .
good for you ! i am athletic so junk food is off the table for me too !
i have been a couch potato . so i am trying to change .
not me ! i was drafted to minnesota wolves . i am going to make bank !
that is awesome . i do not have a job at the moment .
i will lend you some money . i am making 5 million a year !
i really comic books . maybe you can invest with me in a comic book store .
i can do that . i read comic books when i went to north carolina university
that is so exciting . i am glad you share my love of comics .
they keep me out of trouble . signed a moral clause with the wolves .
maybe i can workout with you . i am tired of being a couch potato .
","The user, who is a former basketball player drafted to the Minnesota Wolves, is making 5 million a year. They are athletic and do not eat junk food. They share a love for comic books with the interlocutor, who is a couch potato trying to change their lifestyle. The user offers to lend money and invest in a comic book store with the interlocutor. The user also mentions having signed a moral clause with the Wolves. The interlocutor expresses interest in working out with the user and shares their love for comic books."
122,,"hey there , how are you ?
plucking my eyebrows . they are blonde . yours ?
sounds boring . mine are brown . do you like music ?
you ever bitten by a dog ? i have .
i have not , why did you ?
huh ? i love vampire movie music with pizza . you ?
what is vampire music like ? do you have a job ?
yes . alternative rock is vampire music . you still in high school ?
that does not sound bad . no i have a good job on wall street .
is your hair blonde ? you skateboard ?
it is brown , i skate board to work . i have an apartment in new york
my hair is blonde and i love pizza . you ?
i do like pizza quite a bit , and smooth jazz
when you poultry you know you are just eating a dead bird right ?
yeah , that is the point though .
is it ? try reading a murder mystery while jazz plays . mind blowing !
","The user is a female high school student with blonde hair who enjoys skateboarding and pizza. She has a job on Wall Street and prefers alternative rock music, specifically vampire music, to smooth jazz. She finds the idea of reading a murder mystery while listening to jazz intriguing. She also mentioned that she has been bitten by a dog."
123,,"do you have any dolls ?
i do not i have computers though
i collect them so i was just wondering .
what do you do for work i work at google
i run an antiques shop
that is cool , you must be good at math
1 plus 1 equals us . i can do math
nice , that is all you need , i consider myself a nerd at heart
was that romantic ? i try to be
maybe it is , i not sure
i could play some jazz too .
that is cool since , when did you learn
i will play you a cd of it i meant
cool sounds good , i love jazz
","The user, who identifies as a nerd and a lover of logical and rational thinking, works at Google on self-driving car research. They have a passion for computers and do not own dolls. The user mentioned they collect them, and the other person in the conversation expressed interest. The user also mentioned they run an antiques shop and is good at math. The conversation then shifted to music, with the user expressing an interest in playing jazz."
124,,"hi . . . . how are you doing today
i am well thanks and you ?
i am doing really good . . . . do you work ?
i do work . have a bit of a shopping issue so i need to and you ?
i am rich i gamble and had won millions i shop a lot also
you won the lottery is that it ?
yes i use to work in phone sales but i will never have to work again
does it have downfalls winning all that ?
yes i won 40 million people are greedy
do you have a favorite singer ?
i just really love old country music of any kind . . . what about you
only want to be rich to be able to help as many people i could
yes it is nice but hard to tell peoples true intentions
katy perry is my favorite .
",The user is a rich individual who won 40 million dollars from gambling and no longer works. They have a shopping problem and drive a Ford Taurus. They are a fan of Katy Perry and wish to use their wealth to help others.
125,,"hi , how are you ? tell me something about yourself !
well , i love going fishing with my four attractive daughters every day .
sounds fun ! i enjoying volunteering and donating to charities .
cool maybe you would like to run a charity at my new race track . i race cars .
sounds exciting ! i am a computer programmer , which pays over 200k a year .
would you like to marry one of my four attractive daughters ? i will sell one .
ha ha , how attractive ? i am pretty eligible . i helped program facebook !
very attractive , but one plays board games with me . i like her the best
i guess you like board games ? any other hobbies ?
hmm i have a large swimming pool filled with gold coins i like to bury myself in .
ll . sounds fun , but be careful with that . gold coins are heavy !
i am very strong i had my arms replaced with robot limbs
ah , a cyborg . i would not want to arm wrestle you , then !
yeah , some like to call mr mr . arms my daughter love my arms too
sounds like you have a very interesting life ! any pets ?
we had a robot dog that one of my daughters made . but it exploded killing thousands
","The user is a wealthy, strong, and technologically advanced individual who races cars for a living, has four attractive daughters, and enjoys fishing, playing board games, and owning a gold-filled swimming pool. He also has a robot dog that unfortunately exploded."
126,,"hello there ! are you on the phone ?
nope i am gonna be the cause of the worlds change one day .
i just love my i phone . i talk on it all the time .
what do you call a bear with no teeth ?
a toothless bear . are you a megalomaniac ?
a gummy bear ! no , i just have faith in our future .
funny ! i am not much of an intellectual . i did not go to college .
that is ok . where do cows go for entertainment ?
cowtown ? i am not good at this . i like to hike .
the moo vies i tell jokes all the time !
you are really funny . i am just an ordinary person . i work in a bank .
banks are fun . how do you tell if an elephant has been in your fridge ?
the peanut butter jar is empty . do you keep peanut butter in the fridge ?
ha , i do not , but you can tell from the footprints in the butter .
","The user, who works in a factory and volunteers in their spare time, expressed their hope to change the world while also sharing their love for telling jokes. They mentioned their ownership of an iPhone and a preference for hiking over intellectual pursuits. The conversation included a series of humorous exchanges about bears, cows, and elephants. The user also mentioned that they are not academically educated."
127,,"hi , how is your day ? my cow is annoying me !
it is ok . you have a cow ? that is really cool !
its a cat that is black and white . do you have a cow ?
haha . that is so cute ! i do not have any pets . too sick .
oh no , you should drink french vanilla coffee . its my favorite !
i cannot with my diabetes . i wish i could . plus it is very expensive .
my boyfriend i have dated for ten years makes a lot of money .
lucky . could you pay off my medical bills ?
sure ! oh my , i felt chalk for the first time today and it was nasty .
nasty ? i do not know about that . but if you say so . lol
tell me more about yourself . what do you like ?
i liked to run . i wish i could still run .
what was the longest you ever ran ?
i ran a half marathon at disney world !
that is so cool ! was it hard ?
yes ! i had horrible shin splints ! i miss it .
","The user, who is a woman, shares that she is currently dealing with medical bills due to her mother being in the hospital. She also mentions having difficulties chewing her food. In a previous conversation, she mentioned that she used to be able to run fast and had even participated in a half marathon at Disney World. She found it challenging due to shin splints. The user also mentions a black and white cat that annoys her, and she does not have any pets due to her illness. She enjoys French vanilla coffee but cannot drink it due to her diabetes. The user has been in a relationship with her boyfriend for ten years, and he makes a lot of money."
128,,"hello how are you this evening ?
hello , i am fine thank you . i am just finishing my chores .
i am as well . can you tell me a bit about yourself ?
yes , i am from the year 1860 . i was brought here as a slave .
interesting ! i am myself a senior citizen and from that era . any kids ?
i am married to a fellow slave and we had two children together .
my husband was a career solider and we have 4 kids .
wonderful ! i should clarify . my wife and i both escaped after 10 years as slaves .
that is incredibly disheartening to hear .
well we escaped and met again 10 years later and were married . we are happy .
that is good ! any grandkids yet ?
both of our children had babies . we have 5 granddaughters and two grandsons .
my husband and i have grandkids that range from 7 to 30 . there are 10 total .
grandchildren are a blessing ! i bet you enjoy them !
they sure are . we do ! there are 8 girls and 2 boys .
what jobs do you and your family hold ?
","The user, a former slave from the year 1860, shared that they were the first-born child, escaped after 10 years of slavery, and later became a carpenter. They got married 10 years later and have two children, who have produced five granddaughters and two grandsons. The user's spouse is a career soldier, and they have 10 grandchildren in total."
129,,"hello how are today
i am really happy with things occuring in my life , how about you ?
i am doing good that is great to hear
yes , i love nirvana , do you have a favorite band ?
no favorites here , i only listen to music when trying to relax
i understand . i am a waitress at the quaint dinner so we listen to it a lot .
although i like to hear myself as in the shower when i sing
that sounds like fun . do you have a job ?
no job just a dream cupcake business
that is cool . i dress very casual so the waitress job fits me .
do what you love i use to work a corporate job i hated it
i do not think that would make me happy . you only live once .
i believe success is happiness
that it is dear friend ! what kind of cupcakes do you want to make ?
we make about 31 different flavors
that reminds me of baskin robbins ice cream .
","The user is a casual dresser, a waitress at a local restaurant, and a fan of Nirvana. They are overall happy with life and have a dream of starting a cupcake business with 31 different flavors. They dislike corporate jobs and believe success is happiness."
130,,"hello , how are you doing ?
i am doing well just relaxing before work . you ?
good . just watching game of thrones .
org i love that show ! i have to wait till my daughter is sleep .
me too . i have two kids and always have to wait till they are asleep to watch .
so we have that in common lol . who is your fav character ?
is it weird that i do not have a favorite character , i try not get attached .
actually its a good plan considering how many characters they get rid of .
what do you do for a living ?
i am a waitress currently . you ?
i just got back on leave , i was in ranger school .
wow that is really interesting ! what made you want to do ranger school ?
ultimate goal become a army ranger . i love this country and would do anything for it .
oh really . do you have family in the military ?
","The user is a waitress with a young daughter who enjoys watching Game of Thrones but doesn't have a favorite character due to the show's high mortality rate. She has a passion for her country and her ultimate goal is to become an Army Ranger, as she has family in the military."
131,,"hello hoe are you today ?
good and god bless you ,
what do you do for a living
nothing i am lost but i trust that god will help me find the way .
well i am glad to see another believer
i struggle because i can be selfish . what do you do ?
i am a electrician and i like to run
i can relate i am always running from evil .
i am always tired because of it i sleep 8 long hours a day
wow i used to do that when i got broken up with .
yeah brake ups are hard i used to eat so many hamburgers
i do to and burgers are my weakness i never share .
yeah see i love them so much that i hibernate during winter
you sound like you are a bear . god loves bears .
yeah i am a very intelligent one to
i still have a broken heart so i am not so smart .
","The user, who identifies as a believer in God, expresses feelings of weakness, selfishness, and a broken heart due to a past relationship. They also mention struggling with food, particularly burgers, and sleep a lot. The user compares themselves to a bear, suggesting they hibernate during winter due to their love for burgers and their broken heart. The conversation partner, an electrician, empathizes with the user's struggles and shares their own experiences of dealing with a breakup and overeating. Both users express their faith in God throughout the conversation."
